-8.900000e+01	1.654425e-05	8.472740e-07	0.000000e+00
-8.850000e+01	3.710329e-05	1.900564e-06	0.000000e+00
-8.800000e+01	6.568288e-05	3.365527e-06	0.000000e+00
-8.750000e+01	1.020986e-04	5.233461e-06	0.000000e+00
-8.700000e+01	1.461240e-04	7.493722e-06	0.000000e+00
-8.650000e+01	1.974945e-04	1.013389e-05	0.000000e+00
-8.600000e+01	2.559106e-04	1.313995e-05	0.000000e+00
-8.550000e+01	3.210425e-04	1.649650e-05	0.000000e+00
-8.500000e+01	3.925345e-04	2.018696e-05	0.000000e+00
-8.450000e+01	4.700095e-04	2.419381e-05	0.000000e+00
-8.400000e+01	5.530736e-04	2.849882e-05	0.000000e+00
-8.350000e+01	6.413209e-04	3.308323e-05	0.000000e+00
-8.300000e+01	7.343378e-04	3.792801e-05	0.000000e+00
-8.250000e+01	8.317074e-04	4.301407e-05	0.000000e+00
-8.200000e+01	9.330131e-04	4.832242e-05	0.000000e+00
-8.150000e+01	1.037843e-03	5.383436e-05	0.000000e+00
-8.100000e+01	1.145792e-03	5.953165e-05	0.000000e+00
-8.050000e+01	1.256466e-03	6.539664e-05	0.000000e+00
-8.000000e+01	1.369484e-03	7.141239e-05	0.000000e+00
-7.950000e+01	1.484480e-03	7.756279e-05	0.000000e+00
-7.900000e+01	1.601104e-03	8.383261e-05	0.000000e+00
-7.850000e+01	1.719024e-03	9.020758e-05	0.000000e+00
-7.800000e+01	1.837929e-03	9.667447e-05	0.000000e+00
-7.750000e+01	1.957525e-03	1.032210e-04	0.000000e+00
-7.700000e+01	2.077541e-03	1.098362e-04	0.000000e+00
-7.650000e+01	2.197724e-03	1.165097e-04	0.000000e+00
-7.600000e+01	2.317841e-03	1.232327e-04	0.000000e+00
-7.550000e+01	2.437681e-03	1.299970e-04	0.000000e+00
-7.500000e+01	2.557049e-03	1.367957e-04	0.000000e+00
-7.450000e+01	2.675772e-03	1.436228e-04	0.000000e+00
-7.400000e+01	2.793692e-03	1.504731e-04	0.000000e+00
-7.350000e+01	2.910669e-03	1.573425e-04	0.000000e+00
-7.300000e+01	3.026580e-03	1.642275e-04	0.000000e+00
-7.250000e+01	3.141315e-03	1.711258e-04	0.000000e+00
-7.200000e+01	3.254780e-03	1.780354e-04	0.000000e+00
-7.150000e+01	3.366894e-03	1.849552e-04	0.000000e+00
-7.100000e+01	3.477587e-03	1.918849e-04	0.000000e+00
-7.050000e+01	3.586801e-03	1.988246e-04	0.000000e+00
-7.000000e+01	3.694489e-03	2.057749e-04	0.000000e+00
-6.950000e+01	3.800611e-03	2.127372e-04	0.000000e+00
-6.900000e+01	3.905140e-03	2.197132e-04	0.000000e+00
-6.850000e+01	4.008052e-03	2.267049e-04	0.000000e+00
-6.800000e+01	4.109332e-03	2.337149e-04	0.000000e+00
-6.750000e+01	4.208973e-03	2.407460e-04	0.000000e+00
-6.700000e+01	4.306969e-03	2.478014e-04	0.000000e+00
-6.650000e+01	4.403325e-03	2.548845e-04	0.000000e+00
-6.600000e+01	4.498044e-03	2.619991e-04	0.000000e+00
-6.550000e+01	4.591137e-03	2.691491e-04	0.000000e+00
-6.500000e+01	4.682618e-03	2.763384e-04	0.000000e+00
-6.450000e+01	4.772501e-03	2.835714e-04	0.000000e+00
-6.400000e+01	4.860806e-03	2.908526e-04	0.000000e+00
-6.350000e+01	4.947552e-03	2.981862e-04	0.000000e+00
-6.300000e+01	5.032761e-03	3.055771e-04	0.000000e+00
-6.250000e+01	5.116457e-03	3.130298e-04	0.000000e+00
-6.200000e+01	5.198663e-03	3.205491e-04	0.000000e+00
-6.150000e+01	5.279406e-03	3.281397e-04	0.000000e+00
-6.100000e+01	5.358710e-03	3.358065e-04	0.000000e+00
-6.050000e+01	5.436601e-03	3.435541e-04	0.000000e+00
-6.000000e+01	5.513106e-03	3.513875e-04	0.000000e+00
-5.950000e+01	5.588251e-03	3.593112e-04	0.000000e+00
-5.900000e+01	5.662061e-03	3.673301e-04	0.000000e+00
-5.850000e+01	5.734563e-03	3.754488e-04	0.000000e+00
-5.800000e+01	5.805781e-03	3.836718e-04	0.000000e+00
-5.750000e+01	5.875741e-03	3.920037e-04	0.000000e+00
-5.700000e+01	5.944467e-03	4.004488e-04	0.000000e+00
-5.650000e+01	6.011982e-03	4.090113e-04	0.000000e+00
-5.600000e+01	6.078310e-03	4.176954e-04	0.000000e+00
-5.550000e+01	6.143473e-03	4.265050e-04	0.000000e+00
-5.500000e+01	6.207492e-03	4.354438e-04	0.000000e+00
-5.450000e+01	6.270388e-03	4.445151e-04	0.000000e+00
-5.400000e+01	6.332181e-03	4.537222e-04	0.000000e+00
-5.350000e+01	6.392890e-03	4.630678e-04	0.000000e+00
-5.300000e+01	6.452532e-03	4.725542e-04	0.000000e+00
-5.250000e+01	6.511126e-03	4.821832e-04	0.000000e+00
-5.200000e+01	6.568687e-03	4.919556e-04	0.000000e+00
-5.150000e+01	6.625230e-03	5.018717e-04	0.000000e+00
-5.100000e+01	6.680771e-03	5.119300e-04	0.000000e+00
-5.050000e+01	6.735323e-03	5.221278e-04	0.000000e+00
-5.000000e+01	6.788899e-03	5.324596e-04	0.000000e+00
-4.950000e+01	6.841510e-03	5.429166e-04	0.000000e+00
-4.900000e+01	6.893167e-03	5.534850e-04	0.000000e+00
-4.850000e+01	6.943882e-03	5.641425e-04	0.000000e+00
-4.800000e+01	6.993662e-03	5.748538e-04	0.000000e+00
-4.750000e+01	7.042518e-03	5.855593e-04	0.000000e+00
